conv_id,utterance_idx,context,prompt,speaker_idx,utterance,ut_len,Empathy,Talker,Sentiment,Emotion,Taxonomy,Intent
hit:1456_conv:2913,1,angry,My boss scolded me for something I didn't do.,288,Don't you hate it when you get in trouble for something you didn't do? My boss got mad at me for someone else's mistake.,120,4,1,"{'sentiment': {'negative': 0.981, 'neutral': 0.018, 'positive': 0.001}}","{'emotion': {'Angry': 0.5267191426, 'Excited': 0.0224255028, 'Fear': 0.1302018667, 'Happy': 0.0128555317, 'Sad': 0.2552441393, 'Bored': 0.0525538169}}","{'taxonomy': [{'confidence_score': 0.5989763141, 'tag': 'IMPACT'}, {'confidence_score': 0.1946692318, 'tag': 'BUSINESS'}, {'confidence_score': 0.0695747361, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.004, 'query': 0.454, 'spam': 0.069, 'marketing': 0.002, 'feedback': {'score': 0.471, 'tag': {'complaint': 0.977, 'suggestion': 0.018, 'appreciation': 0.004}}}}"
hit:1456_conv:2913,2,angry,My boss scolded me for something I didn't do.,262,That's sucks. Does the culprit know?,36,4,2,"{'sentiment': {'negative': 0.839, 'neutral': 0.159, 'positive': 0.003}}","{'emotion': {'Fear': 0.2281001952, 'Bored': 0.115856319, 'Angry': 0.1844796253, 'Excited': 0.0478790983, 'Happy': 0.0363189108, 'Sad': 0.3873658514}}","{'taxonomy': [{'confidence_score': 0.7483333945, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0658744127, 'tag': 'SPORTS'}, {'confidence_score': 0.0577507503, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.001, 'query': 0.655, 'spam': 0.159, 'marketing': 0.002, 'feedback': 0.182}}"
hit:1456_conv:2913,3,angry,My boss scolded me for something I didn't do.,288,"Yeah, that's the worst part. They warned me that I was going to get yelled at because of something they did.",114,4,1,"{'sentiment': {'negative': 0.991, 'neutral': 0.008, 'positive': 0.001}}","{'emotion': {'Angry': 0.3907580024, 'Excited': 0.018599591, 'Fear': 0.1709470378, 'Happy': 0.0199014888, 'Sad': 0.3681247209, 'Bored': 0.0316691591}}","{'taxonomy': [{'confidence_score': 0.5938153267, 'tag': 'IMPACT'}, {'confidence_score': 0.1824500561, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0745385066, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.006, 'query': 0.162, 'spam': 0.103, 'marketing': 0.002, 'feedback': {'score': 0.728, 'tag': {'complaint': 0.947, 'suggestion': 0.006, 'appreciation': 0.047}}}}"
hit:1456_conv:2913,4,angry,My boss scolded me for something I didn't do.,262,That is unacceptable. What are you going to do?,47,4,2,"{'sentiment': {'negative': 0.964, 'neutral': 0.035, 'positive': 0.001}}","{'emotion': {'Excited': 0.0244529008, 'Fear': 0.1287778279, 'Angry': 0.540967711, 'Happy': 0.0181116376, 'Sad': 0.1960725332, 'Bored': 0.0916173895}}","{'taxonomy': [{'confidence_score': 0.3883777857, 'tag': 'POLITICS'}, {'confidence_score': 0.3130305409, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1642145216, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.001, 'query': 0.94, 'spam': 0.017, 'marketing': 0.001, 'feedback': 0.042}}"
hit:182_conv:364,1,faithful,I have been faithful to my long time girlfriend. I would never cheat on her,10,"I have a girlfriend, and I would never cheat on her",57,4,1,"{'sentiment': {'negative': 0.533, 'neutral': 0.337, 'positive': 0.129}}","{'emotion': {'Excited': 0.0986492162, 'Fear': 0.1113779516, 'Sad': 0.0905950058, 'Happy': 0.1904044482, 'Bored': 0.1052898189, 'Angry': 0.4036835594}}","{'taxonomy': [{'confidence_score': 0.8120142221, 'tag': 'IMPACT'}, {'confidence_score': 0.1030706093, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0332687423, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.004, 'query': 0.03, 'spam': 0.345, 'marketing': 0.005, 'feedback': {'score': 0.616, 'tag': {'complaint': 0.121, 'suggestion': 0.036, 'appreciation': 0.844}}}}"
hit:182_conv:364,2,faithful,I have been faithful to my long time girlfriend. I would never cheat on her,8,That is an amazing thing. Being cheated on is one of the worst things that can happen when ones enters a bond like a relationship.,130,4,2,"{'sentiment': {'negative': 0.985, 'neutral': 0.01, 'positive': 0.005}}","{'emotion': {'Angry': 0.217802912, 'Excited': 0.036268441, 'Fear': 0.1087182449, 'Happy': 0.0569466415, 'Sad': 0.5413456036, 'Bored': 0.0389181568}}","{'taxonomy': [{'confidence_score': 0.5299390554, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.4356509149, 'tag': 'IMPACT'}, {'confidence_score': 0.0173049234, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.076, 'query': 0.075, 'spam': 0.153, 'marketing': 0.033, 'feedback': {'score': 0.664, 'tag': {'complaint': 0.206, 'suggestion': 0.009, 'appreciation': 0.786}}}}"
hit:182_conv:364,3,faithful,I have been faithful to my long time girlfriend. I would never cheat on her,10,"I agree, I am not sure how people can do that to each other",65,4,1,"{'sentiment': {'negative': 0.715, 'neutral': 0.258, 'positive': 0.027}}","{'emotion': {'Excited': 0.0296388378, 'Fear': 0.321792004, 'Angry': 0.2782057913, 'Happy': 0.0363687254, 'Sad': 0.2586649587, 'Bored': 0.0753296828}}","{'taxonomy': [{'confidence_score': 0.6609393358, 'tag': 'IMPACT'}, {'confidence_score': 0.2237289399, 'tag': 'POLITICS'}, {'confidence_score': 0.0411073714, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.005, 'query': 0.124, 'spam': 0.146, 'marketing': 0.001, 'feedback': {'score': 0.724, 'tag': {'complaint': 0.5, 'suggestion': 0.051, 'appreciation': 0.449}}}}"
hit:182_conv:364,4,faithful,I have been faithful to my long time girlfriend. I would never cheat on her,8,I am sure that you two will have a happy and loving life together especially if she reciprocates your desire to never cheat. ,125,4,2,"{'sentiment': {'negative': 0.221, 'neutral': 0.416, 'positive': 0.362}}","{'emotion': {'Happy': 0.402112617, 'Fear': 0.0870547973, 'Sad': 0.0992142754, 'Bored': 0.0754329537, 'Angry': 0.1514759031, 'Excited': 0.1847094535}}","{'taxonomy': [{'confidence_score': 0.7445235848, 'tag': 'IMPACT'}, {'confidence_score': 0.1846298128, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0186075624, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.023, 'query': 0.08, 'spam': 0.175, 'marketing': 0.055, 'feedback': {'score': 0.667, 'tag': {'complaint': 0.06, 'suggestion': 0.191, 'appreciation': 0.749}}}}"
hit:7739_conv:15479,1,hopeful,I think I can get much better grades at school this semester!,466,I'm feeling very motivated and good about school this year. I think I can get much better grades this time.,107,4,1,"{'sentiment': {'negative': 0.076, 'neutral': 0.149, 'positive': 0.775}}","{'emotion': {'Excited': 0.5059355024, 'Fear': 0.1243753447, 'Angry': 0.0943130472, 'Happy': 0.2221452553, 'Sad': 0.0201047432, 'Bored': 0.0331261072}}","{'taxonomy': [{'confidence_score': 0.5205489993, 'tag': 'EDUCATION'}, {'confidence_score': 0.4389764965, 'tag': 'IMPACT'}, {'confidence_score': 0.0211689305, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.025, 'query': 0.012, 'spam': 0.14, 'marketing': 0.19, 'feedback': {'score': 0.633, 'tag': {'complaint': 0.016, 'suggestion': 0.038, 'appreciation': 0.947}}}}"
hit:7739_conv:15479,2,hopeful,I think I can get much better grades at school this semester!,397,It's good you're motivated! That's a step in the right direction,64,4,2,"{'sentiment': {'negative': 0.015, 'neutral': 0.144, 'positive': 0.841}}","{'emotion': {'Happy': 0.2068164992, 'Fear': 0.044320104, 'Sad': 0.0043715923, 'Bored': 0.0111878233, 'Angry': 0.1081799562, 'Excited': 0.625124025}}","{'taxonomy': [{'confidence_score': 0.320558697, 'tag': 'POLITICS'}, {'confidence_score': 0.2590217292, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1181362048, 'tag': 'TECH'}]}","{'intent': {'news': 0.07, 'query': 0.004, 'spam': 0.225, 'marketing': 0.14, 'feedback': {'score': 0.561, 'tag': {'complaint': 0.004, 'suggestion': 0.054, 'appreciation': 0.942}}}}"
hit:7739_conv:15479,3,hopeful,I think I can get much better grades at school this semester!,466,Thanks! I've realized that school is extremely important and I can't squander my opportunity away.,98,4,1,"{'sentiment': {'negative': 0.62, 'neutral': 0.15, 'positive': 0.23}}","{'emotion': {'Excited': 0.0402993878, 'Fear': 0.1853760932, 'Sad': 0.4509386368, 'Happy': 0.0962925027, 'Bored': 0.0131507849, 'Angry': 0.2139425945}}","{'taxonomy': [{'confidence_score': 0.5376926661, 'tag': 'IMPACT'}, {'confidence_score': 0.2958158255, 'tag': 'EDUCATION'}, {'confidence_score': 0.0459521487, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.005, 'query': 0.204, 'spam': 0.108, 'marketing': 0.005, 'feedback': {'score': 0.678, 'tag': {'complaint': 0.074, 'suggestion': 0.021, 'appreciation': 0.905}}}}"
hit:7739_conv:15479,4,hopeful,I think I can get much better grades at school this semester!,397,I agree. I wish I could go back to school and pay more attention,64,4,2,"{'sentiment': {'negative': 0.3, 'neutral': 0.409, 'positive': 0.291}}","{'emotion': {'Angry': 0.1336977344, 'Excited': 0.0389090134, 'Fear': 0.1663278503, 'Happy': 0.0475944353, 'Sad': 0.5101145017, 'Bored': 0.103356465}}","{'taxonomy': [{'confidence_score': 0.7891582847, 'tag': 'IMPACT'}, {'confidence_score': 0.124496378, 'tag': 'EDUCATION'}, {'confidence_score': 0.0553007349, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.006, 'query': 0.313, 'spam': 0.247, 'marketing': 0.043, 'feedback': {'score': 0.39, 'tag': {'complaint': 0.343, 'suggestion': 0.154, 'appreciation': 0.504}}}}"
hit:12279_conv:24558,1,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,852,I decided to do some deep cleaning. I was going to get rid of some stuff and could not bring myself to throw it away,116,4,1,"{'sentiment': {'negative': 0.876, 'neutral': 0.101, 'positive': 0.024}}","{'emotion': {'Angry': 0.2054398148, 'Sad': 0.305409584, 'Excited': 0.0475511124, 'Bored': 0.037509055, 'Happy': 0.0400910816, 'Fear': 0.3639993523}}","{'taxonomy': [{'confidence_score': 0.555603385, 'tag': 'IMPACT'}, {'confidence_score': 0.1560656726, 'tag': 'SPORTS'}, {'confidence_score': 0.0641845614, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.014, 'query': 0.277, 'spam': 0.174, 'marketing': 0.01, 'feedback': {'score': 0.525, 'tag': {'complaint': 0.813, 'suggestion': 0.089, 'appreciation': 0.098}}}}"
hit:12279_conv:24558,2,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,298,"I have a problem getting rid of things too. Sometimes you just have to throw it away, or donate it.",105,4,2,"{'sentiment': {'negative': 0.944, 'neutral': 0.051, 'positive': 0.005}}","{'emotion': {'Excited': 0.0415508731, 'Fear': 0.2216129457, 'Angry': 0.1837705169, 'Happy': 0.0742268408, 'Sad': 0.424897807, 'Bored': 0.0539410165}}","{'taxonomy': [{'confidence_score': 0.9249041677, 'tag': 'IMPACT'}, {'confidence_score': 0.0371818803, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0240292493, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.005, 'query': 0.323, 'spam': 0.067, 'marketing': 0.011, 'feedback': {'score': 0.595, 'tag': {'complaint': 0.818, 'suggestion': 0.134, 'appreciation': 0.048}}}}"
hit:12279_conv:24558,3,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,852,"Yes! Very true, or you just end up with a bunch of clutter, and I do not like clutter",97,4,1,"{'sentiment': {'negative': 0.864, 'neutral': 0.123, 'positive': 0.013}}","{'emotion': {'Angry': 0.5298142892, 'Excited': 0.0232174582, 'Happy': 0.0277532419, 'Sad': 0.1523958574, 'Bored': 0.0181698599, 'Fear': 0.2486492934}}","{'taxonomy': [{'confidence_score': 0.8668723106, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0369065627, 'tag': 'IMPACT'}, {'confidence_score': 0.0203143898, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.01, 'query': 0.061, 'spam': 0.117, 'marketing': 0.004, 'feedback': {'score': 0.808, 'tag': {'complaint': 0.668, 'suggestion': 0.168, 'appreciation': 0.164}}}}"
hit:12279_conv:24558,4,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,298,Just leave the house and have someone trash it for you.,55,4,2,"{'sentiment': {'negative': 0.872, 'neutral': 0.113, 'positive': 0.015}}","{'emotion': {'Excited': 0.0752116495, 'Fear': 0.0678982374, 'Angry': 0.4900504555, 'Happy': 0.1357871241, 'Sad': 0.0907813717, 'Bored': 0.1402711618}}","{'taxonomy': [{'confidence_score': 0.894331336, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0789153352, 'tag': 'POLITICS'}, {'confidence_score': 0.0063799238, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.005, 'query': 0.076, 'spam': 0.296, 'marketing': 0.019, 'feedback': {'score': 0.604, 'tag': {'complaint': 0.752, 'suggestion': 0.146, 'appreciation': 0.101}}}}"
hit:12279_conv:24558,5,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,852,That is a great idea,20,4,1,"{'sentiment': {'negative': 0.041, 'neutral': 0.106, 'positive': 0.853}}","{'emotion': {'Angry': 0.1056373494, 'Excited': 0.232117063, 'Happy': 0.261118297, 'Sad': 0.0921536699, 'Bored': 0.0853127133, 'Fear': 0.2236609075}}","{'taxonomy': [{'confidence_score': 0.6185111403, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2482370287, 'tag': 'POLITICS'}, {'confidence_score': 0.0237866975, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.014, 'query': 0.043, 'spam': 0.361, 'marketing': 0.341, 'feedback': 0.24}}"
hit:12279_conv:24558,6,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,298,Glad I could help.,18,4,2,"{'sentiment': {'negative': 0.084, 'neutral': 0.184, 'positive': 0.731}}","{'emotion': {'Angry': 0.0874878523, 'Excited': 0.1763685586, 'Fear': 0.1740090424, 'Happy': 0.3775575922, 'Sad': 0.0816245127, 'Bored': 0.1029524419}}","{'taxonomy': [{'confidence_score': 0.4212580621, 'tag': 'IMPACT'}, {'confidence_score': 0.3368863463, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1039883867, 'tag': 'GREEN'}]}","{'intent': {'news': 0.007, 'query': 0.044, 'spam': 0.208, 'marketing': 0.027, 'feedback': {'score': 0.713, 'tag': {'complaint': 0.007, 'suggestion': 0.012, 'appreciation': 0.981}}}}"
hit:8552_conv:17104,1,furious,Had a laptop put on hold at a store. Drove at least 1 hour for it_comma_ and it turns out the employee sold it.,1,"Had a laptop put on hold at a store. Drove at least 1 hour for it, and it turns out the employee sold it.",111,3,1,"{'sentiment': {'negative': 0.855, 'neutral': 0.092, 'positive': 0.052}}","{'emotion': {'Angry': 0.6573148742, 'Sad': 0.2028468976, 'Excited': 0.033808886, 'Bored': 0.006051062, 'Happy': 0.0222537276, 'Fear': 0.0777245527}}","{'taxonomy': [{'confidence_score': 0.4388059676, 'tag': 'CRIME'}, {'confidence_score': 0.2156607509, 'tag': 'BUSINESS'}, {'confidence_score': 0.179116115, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.121, 'query': 0.377, 'spam': 0.069, 'marketing': 0.048, 'feedback': {'score': 0.385, 'tag': {'complaint': 0.885, 'suggestion': 0.032, 'appreciation': 0.083}}}}"
hit:8552_conv:17104,2,furious,Had a laptop put on hold at a store. Drove at least 1 hour for it_comma_ and it turns out the employee sold it.,10,"Wow I would be furious, what did you do?",46,3,2,"{'sentiment': {'negative': 0.705, 'neutral': 0.273, 'positive': 0.022}}","{'emotion': {'Excited': 0.0570658902, 'Fear': 0.1324157247, 'Angry': 0.5196149047, 'Happy': 0.035313279, 'Sad': 0.2076058229, 'Bored': 0.0479843786}}","{'taxonomy': [{'confidence_score': 0.6808645725, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2104138732, 'tag': 'IMPACT'}, {'confidence_score': 0.0449403487, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.003, 'query': 0.711, 'spam': 0.181, 'marketing': 0.002, 'feedback': 0.102}}"
hit:8552_conv:17104,3,furious,Had a laptop put on hold at a store. Drove at least 1 hour for it_comma_ and it turns out the employee sold it.,1,I could only leave a review. Nothing more than that.,52,3,1,"{'sentiment': {'negative': 0.593, 'neutral': 0.293, 'positive': 0.115}}","{'emotion': {'Happy': 0.0867071137, 'Fear': 0.1743410019, 'Sad': 0.2366932231, 'Bored': 0.1386347215, 'Angry': 0.3027051006, 'Excited': 0.0609188392}}","{'taxonomy': [{'confidence_score': 0.5289586186, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2076942772, 'tag': 'IMPACT'}, {'confidence_score': 0.0537172221, 'tag': 'ARTS & CULTURE'}]}","{'intent': {'news': 0.007, 'query': 0.518, 'spam': 0.083, 'marketing': 0.076, 'feedback': 0.317}}"
hit:8552_conv:17104,4,furious,Had a laptop put on hold at a store. Drove at least 1 hour for it_comma_ and it turns out the employee sold it.,10,"Oh, that sucks, best of luck finding a good laptop!",63,3,2,"{'sentiment': {'negative': 0.81, 'neutral': 0.12, 'positive': 0.07}}","{'emotion': {'Fear': 0.1886331621, 'Bored': 0.0106057, 'Angry': 0.3675935237, 'Excited': 0.0250253928, 'Happy': 0.0751620256, 'Sad': 0.3329801959}}","{'taxonomy': [{'confidence_score': 0.9138086438, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0160158221, 'tag': 'TASTE'}, {'confidence_score': 0.0142548243, 'tag': 'TECH'}]}","{'intent': {'news': 0.017, 'query': 0.431, 'spam': 0.126, 'marketing': 0.051, 'feedback': 0.375}}"
hit:4486_conv:8973,1,annoyed,I lost my keys at the park yesterday.  I was so irritated at myself.,322,I lost my keys at the park yesterday.,37,4,1,"{'sentiment': {'negative': 0.959, 'neutral': 0.039, 'positive': 0.002}}","{'emotion': {'Excited': 0.0095252906, 'Fear': 0.1890020831, 'Angry': 0.3306889643, 'Happy': 0.0072134782, 'Sad': 0.4557321622, 'Bored': 0.0078380216}}","{'taxonomy': [{'confidence_score': 0.6606384516, 'tag': 'IMPACT'}, {'confidence_score': 0.2227148861, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0857464224, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.005, 'query': 0.591, 'spam': 0.121, 'marketing': 0.002, 'feedback': 0.281}}"
hit:4486_conv:8973,2,annoyed,I lost my keys at the park yesterday.  I was so irritated at myself.,366,Oh no! Do you have an idea what part of the park?,49,4,2,"{'sentiment': {'negative': 0.13, 'neutral': 0.84, 'positive': 0.03}}","{'emotion': {'Angry': 0.0714620944, 'Sad': 0.3408287452, 'Excited': 0.0339464914, 'Bored': 0.0171437109, 'Happy': 0.0445974125, 'Fear': 0.4920215456}}","{'taxonomy': [{'confidence_score': 0.878933847, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.040981926, 'tag': 'SPORTS'}, {'confidence_score': 0.0267004408, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.0, 'query': 0.924, 'spam': 0.06, 'marketing': 0.0, 'feedback': 0.016}}"
hit:4486_conv:8973,3,annoyed,I lost my keys at the park yesterday.  I was so irritated at myself.,322,"I have no clue, I'm so irritated at myself.",49,4,1,"{'sentiment': {'negative': 0.99, 'neutral': 0.01, 'positive': 0.001}}","{'emotion': {'Angry': 0.5727045238, 'Excited': 0.0041823357, 'Fear': 0.1380645619, 'Happy': 0.0052812882, 'Sad': 0.2371104932, 'Bored': 0.0426567972}}","{'taxonomy': [{'confidence_score': 0.6604534984, 'tag': 'IMPACT'}, {'confidence_score': 0.2367550284, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0283833556, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.001, 'query': 0.14, 'spam': 0.183, 'marketing': 0.002, 'feedback': {'score': 0.674, 'tag': {'complaint': 0.99, 'suggestion': 0.003, 'appreciation': 0.006}}}}"
hit:4486_conv:8973,4,annoyed,I lost my keys at the park yesterday.  I was so irritated at myself.,366,Sorry to hear that. Hopefully you can replace them soon.,56,4,2,"{'sentiment': {'negative': 0.262, 'neutral': 0.643, 'positive': 0.094}}","{'emotion': {'Excited': 0.0605075018, 'Fear': 0.142208633, 'Angry': 0.0340607496, 'Happy': 0.2345562199, 'Sad': 0.5109879204, 'Bored': 0.0176789753}}","{'taxonomy': [{'confidence_score': 0.3979517221, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2854555547, 'tag': 'POLITICS'}, {'confidence_score': 0.0694997385, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.008, 'query': 0.316, 'spam': 0.088, 'marketing': 0.013, 'feedback': {'score': 0.575, 'tag': {'complaint': 0.076, 'suggestion': 0.65, 'appreciation': 0.275}}}}"
hit:4213_conv:8427,1,guilty,I did not invite my sister to a party she wanted to come to. She felt hurt.,423,I didnt think to invite my sister to a party I recently helped put on.,70,4,1,"{'sentiment': {'negative': 0.487, 'neutral': 0.381, 'positive': 0.132}}","{'emotion': {'Happy': 0.0809911528, 'Fear': 0.2705919693, 'Sad': 0.3367145781, 'Bored': 0.0481611399, 'Angry': 0.1546078049, 'Excited': 0.108933355}}","{'taxonomy': [{'confidence_score': 0.9042816758, 'tag': 'IMPACT'}, {'confidence_score': 0.0357757881, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0319756009, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.002, 'query': 0.119, 'spam': 0.481, 'marketing': 0.007, 'feedback': 0.392}}"
hit:4213_conv:8427,2,guilty,I did not invite my sister to a party she wanted to come to. She felt hurt.,503,Uh oh. I bet she wasn't happy when she found out.,49,4,2,"{'sentiment': {'negative': 0.651, 'neutral': 0.333, 'positive': 0.016}}","{'emotion': {'Excited': 0.0557738985, 'Fear': 0.5281903447, 'Sad': 0.1827441828, 'Happy': 0.0379136371, 'Bored': 0.0556549669, 'Angry': 0.1397229699}}","{'taxonomy': [{'confidence_score': 0.6315814257, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1605763733, 'tag': 'IMPACT'}, {'confidence_score': 0.0819337443, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.002, 'query': 0.059, 'spam': 0.662, 'marketing': 0.001, 'feedback': 0.276}}"
hit:4213_conv:8427,3,guilty,I did not invite my sister to a party she wanted to come to. She felt hurt.,423,No she wasnt. In all fairness it was a group of people I never would have thought she would have wanted to hang out with.,121,4,1,"{'sentiment': {'negative': 0.771, 'neutral': 0.208, 'positive': 0.02}}","{'emotion': {'Angry': 0.3827642604, 'Excited': 0.0615558822, 'Fear': 0.1221328794, 'Happy': 0.0570640925, 'Sad': 0.2627715328, 'Bored': 0.1137113528}}","{'taxonomy': [{'confidence_score': 0.8207329512, 'tag': 'IMPACT'}, {'confidence_score': 0.1347271502, 'tag': 'POLITICS'}, {'confidence_score': 0.0245702527, 'tag': 'RELIGION'}]}","{'intent': {'news': 0.011, 'query': 0.09, 'spam': 0.326, 'marketing': 0.006, 'feedback': {'score': 0.567, 'tag': {'complaint': 0.842, 'suggestion': 0.054, 'appreciation': 0.104}}}}"
hit:4213_conv:8427,4,guilty,I did not invite my sister to a party she wanted to come to. She felt hurt.,503,"Yeah, I can understand that.... But it probably would have been best to invite her anyway, just in case.",116,4,2,"{'sentiment': {'negative': 0.59, 'neutral': 0.326, 'positive': 0.084}}","{'emotion': {'Angry': 0.2085666319, 'Sad': 0.3159668016, 'Excited': 0.0614476929, 'Bored': 0.0905026485, 'Happy': 0.1549833061, 'Fear': 0.1685329191}}","{'taxonomy': [{'confidence_score': 0.7501479983, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.118362762, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0704446435, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.012, 'query': 0.207, 'spam': 0.217, 'marketing': 0.026, 'feedback': {'score': 0.537, 'tag': {'complaint': 0.362, 'suggestion': 0.348, 'appreciation': 0.29}}}}"
hit:4213_conv:8427,5,guilty,I did not invite my sister to a party she wanted to come to. She felt hurt.,423,you are right. Guess I know better for next time.,49,4,1,"{'sentiment': {'negative': 0.399, 'neutral': 0.446, 'positive': 0.155}}","{'emotion': {'Excited': 0.0668776323, 'Fear': 0.1274015911, 'Angry': 0.1806107187, 'Happy': 0.2224960722, 'Sad': 0.3052571592, 'Bored': 0.0973568266}}","{'taxonomy': [{'confidence_score': 0.3805207908, 'tag': 'POLITICS'}, {'confidence_score': 0.1885202527, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.119400844, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.001, 'query': 0.169, 'spam': 0.263, 'marketing': 0.009, 'feedback': {'score': 0.558, 'tag': {'complaint': 0.193, 'suggestion': 0.169, 'appreciation': 0.638}}}}"
hit:6447_conv:12894,1,confident,i have an exam in two days and i am very excited,568,i have an exam soon i believe i'm gonna do great in it,54,3,1,"{'sentiment': {'negative': 0.219, 'neutral': 0.271, 'positive': 0.51}}","{'emotion': {'Angry': 0.1081826623, 'Excited': 0.3082888386, 'Happy': 0.2207460955, 'Sad': 0.1181711206, 'Bored': 0.0356076384, 'Fear': 0.2090036446}}","{'taxonomy': [{'confidence_score': 0.8472206593, 'tag': 'IMPACT'}, {'confidence_score': 0.0423020311, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0352727175, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.016, 'query': 0.206, 'spam': 0.161, 'marketing': 0.03, 'feedback': {'score': 0.587, 'tag': {'complaint': 0.086, 'suggestion': 0.049, 'appreciation': 0.866}}}}"
hit:6447_conv:12894,2,confident,i have an exam in two days and i am very excited,326,What subject are you trying to pass?,36,3,2,"{'sentiment': {'negative': 0.26, 'neutral': 0.725, 'positive': 0.015}}","{'emotion': {'Happy': 0.0508144485, 'Fear': 0.2056021591, 'Sad': 0.2102974067, 'Bored': 0.1466522285, 'Angry': 0.2794479264, 'Excited': 0.1071858309}}","{'taxonomy': [{'confidence_score': 0.5235559344, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1304447949, 'tag': 'TECH'}, {'confidence_score': 0.0735332891, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.983, 'spam': 0.007, 'marketing': 0.0, 'feedback': 0.01}}"
hit:6447_conv:12894,3,confident,i have an exam in two days and i am very excited,568,maths ,6,3,1,"{'sentiment': {'negative': 0.086, 'neutral': 0.682, 'positive': 0.232}}","{'emotion': {'Angry': 0.5306198238, 'Excited': 0.0245304289, 'Fear': 0.0777859238, 'Happy': 0.0157269182, 'Sad': 0.2125502805, 'Bored': 0.1387866248}}","{'taxonomy': [{'confidence_score': 0.2812148035, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2623664737, 'tag': 'POLITICS'}, {'confidence_score': 0.1828966141, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.076, 'query': 0.152, 'spam': 0.718, 'marketing': 0.017, 'feedback': 0.037}}"
